1762817454.420534611,6.641732474172426828e-19,-1.570714240022855532e-18,1.496635231887921691e-04
1762817454.440366745,6.659281110867739311e-19,-1.575909141064841684e-18,1.496636687079444528e-04
1762817454.460399866,6.676029967308289584e-19,-1.580867468451637670e-18,1.496637851232662797e-04
1762817454.480644464,6.691631110648922532e-19,-1.585485824606674362e-18,1.496638869866728783e-04
1762817454.500483751,6.706125899920265805e-19,-1.589776513841563486e-18,1.496639742981642485e-04
1762817454.520585775,6.719545354395290142e-19,-1.593748945335772832e-18,1.496640470577403903e-04
1762817454.540445566,6.731951512619937020e-19,-1.597421627255508275e-18,1.496641198173165321e-04
1762817454.560447454,6.743389352540014010e-19,-1.600807277502687817e-18,1.496641780249774456e-04
1762817454.580997705,6.753902818125562992e-19,-1.603920061545301430e-18,1.496642216807231307e-04
1762817454.600449085,6.763563253704416664e-19,-1.606779418127744108e-18,1.496642653364688158e-04
1762817454.620873928,6.772399093610131536e-19,-1.609394859827060212e-18,1.496643089922145009e-04
1762817454.640571594,6.780477546267477543e-19,-1.611786032182797877e-18,1.496643380960449576e-04
1762817454.660464048,6.787838936731316644e-19,-1.613965342904145398e-18,1.496643817517906427e-04
1762817454.680411100,1.200713560293318887e-18,-3.158998416641796787e-18,1.497187040513381362e-04
1762817454.700556517,1.201933031311375188e-18,-3.162608853220437614e-18,1.497187331551685929e-04
1762817454.720810890,1.203037937814592895e-18,-3.165880145747931701e-18,1.497187768109142780e-04
1762817454.740478039,6.811077025077345419e-19,-1.620844693866019221e-18,1.496644690632820129e-04
1762817454.760454893,1.204931561031879913e-18,-3.171485535168897293e-18,1.497188641224056482e-04
1762817454.781910181,7.004475471207423209e-19,-1.678095001434156527e-18,1.496667537139728665e-04
1762817454.801876783,1.181478819316893627e-18,-3.102059645971862265e-18,1.497165212640538812e-04
1762817454.821624517,1.194372497115063946e-18,-3.140228240976896621e-18,1.497177872806787491e-04
1762817454.841436863,6.772767705970600479e-19,-1.609503737475187505e-18,1.496640616096556187e-04
1762817454.862068653,6.779383599907376164e-19,-1.611461984177830228e-18,1.496641343692317605e-04
1762817454.880476952,1.273463784974627963e-18,-3.374355716300590095e-18,1.497259072493761778e-04
1762817454.900388479,1.198559064990347957e-18,-3.152620647323859805e-18,1.497183402534574270e-04
1762817454.920469522,1.194861360857082785e-18,-3.141674566277945590e-18,1.497179910074919462e-04
1762817454.940470695,1.195834332052598284e-18,-3.144556049941774062e-18,1.497180783189833164e-04
1762817454.960405588,1.197042015746925704e-18,-3.148130710958921971e-18,1.497181801823899150e-04
1762817454.980419874,6.965066518873865588e-19,-1.666429169857744609e-18,1.496664190199226141e-04
1762817455.000397205,6.648962032726140290e-19,-1.572854880050566199e-18,1.496634213253855705e-04
1762817455.020454407,6.643975684596094070e-19,-1.571378569452312183e-18,1.496634358773007989e-04
1762817455.040429354,6.658731035760391547e-19,-1.575746393279321876e-18,1.496636105002835393e-04
1762817455.060305595,6.673854999285157967e-19,-1.580223301549612000e-18,1.496637560194358230e-04
1762817455.080462217,6.688096464493906875e-19,-1.584439337734218213e-18,1.496638869866728783e-04
1762817455.100345135,6.701406834525650782e-19,-1.588379612582114560e-18,1.496639888500794768e-04
1762817455.120370626,6.713822298532188882e-19,-1.592055086236417370e-18,1.496640907134860754e-04
1762817455.140483618,6.725386800483563054e-19,-1.595478476599044644e-18,1.496641780249774456e-04
1762817455.160647631,6.736109129173781675e-19,-1.598652265211834042e-18,1.496642362326383591e-04
1762817455.180459499,6.746082859409639807e-19,-1.601605299998648351e-18,1.496642944402992725e-04
1762817455.200968266,1.192842626572147121e-18,-3.135700461098934486e-18,1.497185294283553958e-04
1762817455.220709085,1.194258552985684766e-18,-3.139891992057893815e-18,1.497184857726097107e-04
1762817455.240437508,6.768622497125944119e-19,-1.608277545614654210e-18,1.496643089922145009e-04
1762817455.260936022,6.774899247011573063e-19,-1.610135600065601449e-18,1.496642944402992725e-04
1762817455.281173229,1.198014366556981788e-18,-3.151009919876065922e-18,1.497184566687792540e-04
1762817455.300944328,1.199124959926910797e-18,-3.154297549220657931e-18,1.497185003245249391e-04
1762817455.320454836,1.200171033209060670e-18,-3.157393893048597052e-18,1.497185003245249391e-04
1762817455.340512753,1.201148140307638934e-18,-3.160287370831307542e-18,1.497185439802706242e-04
1762817455.360486746,1.202059072957212955e-18,-3.162983772833077274e-18,1.497185730841010809e-04
1762817455.380304813,1.202904244748089011e-18,-3.165485787390897045e-18,1.497186167398467660e-04
1762817455.400463820,1.203694098835500584e-18,-3.167823813392278177e-18,1.497186312917619944e-04
1762817455.420404911,1.204422327967276955e-18,-3.169979032478285091e-18,1.497186603955924511e-04
1762817455.440423012,1.205093171444057461e-18,-3.171964265948412357e-18,1.497187040513381362e-04
1762817455.460665226,1.205711385554364280e-18,-3.173794403053685931e-18,1.497187331551685929e-04
1762817455.480396032,1.206274488756359754e-18,-3.175461585578286558e-18,1.497187622589990497e-04
1762817455.500856638,7.010001554687160280e-19,-1.679730957890633278e-18,1.496666955063119531e-04
1762817455.520514488,6.688141442439714446e-19,-1.584452779419172200e-18,1.496636541560292244e-04
1762817455.540448189,6.680195338680376924e-19,-1.582100587949801096e-18,1.496636396041139960e-04
1762817455.560464621,1.067690923675910018e-18,-2.765220740397153068e-18,1.497049670433625579e-04
1762817455.580865860,6.933360169006825192e-19,-1.657043151447105404e-18,1.496660261182114482e-04
1762817455.601399422,1.142760872987547491e-18,-2.987445913886821027e-18,1.497124903835356236e-04
1762817455.621435881,7.957288792182887573e-19,-1.960150252027361547e-18,1.496761833550408483e-04
1762817455.641486168,6.712675102420154401e-19,-1.591715528594964352e-18,1.496638142270967364e-04
1762817455.661485434,1.059044508130469789e-18,-2.739625911088384148e-18,1.497040211688727140e-04
1762817455.681595802,1.082378342632401577e-18,-2.808699007754165309e-18,1.497061748523265123e-04
1762817455.701377153,7.896424325723352951e-19,-1.942132397129578360e-18,1.496755576226860285e-04
1762817455.721474409,7.684482558211367663e-19,-1.879392815618962593e-18,1.496734475949779153e-04
1762817455.740497112,1.063262819061760522e-18,-2.752112409230025239e-18,1.497045013820752501e-04
1762817455.760924578,1.205858933896128426e-18,-3.174229706851041962e-18,1.497199118603020906e-04
1762817455.780994892,6.589002295061585542e-19,-1.555104824876097054e-18,1.496628683526068926e-04
1762817455.800570250,1.160854621706532419e-18,-3.041007512910854675e-18,1.497158955316990614e-04
1762817455.820505857,1.053681586026558803e-18,-2.723750660772266441e-18,1.497040211688727140e-04
1762817455.840420246,2.242495326027689833e-18,-6.242916544214299187e-18,1.498315250501036644e-04
1762817455.861403465,1.461214035087040542e-18,-3.930141885392572740e-18,1.497461780672892928e-04
1762817455.881549358,1.158046963912374304e-18,-3.032696415706228130e-18,1.497144403401762247e-04
1762817455.901488543,1.077390546936283389e-18,-2.793935074591012595e-18,1.497061457484960556e-04
1762817455.921427011,1.205824088912824630e-18,-3.174128790816310493e-18,1.497201301390305161e-04
1762817455.941516161,6.580733073875469494e-19,-1.552657921226588629e-18,1.496628829045221210e-04
1762817455.961982965,1.351466606545648766e-18,-3.605265045451146015e-18,1.497353514423593879e-04
1762817455.981565475,1.169237476829297939e-18,-3.065823965263211197e-18,1.497167686466127634e-04
1762817456.001413584,1.161156852822843981e-18,-3.041902729128790189e-18,1.497161138104274869e-04
1762817456.021433592,1.164465575273056092e-18,-3.051697374762030590e-18,1.497165212640538812e-04
1762817456.041582346,1.168288493871546478e-18,-3.063014653107827976e-18,1.497169432695955038e-04
1762817456.061936378,1.171913612906060122e-18,-3.073745460399325266e-18,1.497172779636457562e-04
1762817456.081425190,1.175298332575050542e-18,-3.083764892364026952e-18,1.497175690019503236e-04
1762817456.100449085,1.251542671561360177e-18,-3.309465465197336457e-18,1.497254124842584133e-04
1762817456.120555878,1.179964561808038741e-18,-3.097578188208203100e-18,1.497179764555767179e-04
1762817456.140427351,1.178051810039086433e-18,-3.091915102939511934e-18,1.497176999691873789e-04
1762817456.160377264,1.180597251579065238e-18,-3.099449477548951186e-18,1.497178600402548909e-04
1762817456.181404829,1.256661988974874296e-18,-3.324618586838695371e-18,1.497256162110716105e-04
